order_id,customer_id,product_id,order_date,quantity,total_amount,payment_method,order_status
902736,10546,50863,2022-02-16 00:00:00,2,82,Bank Transfer,Cancelled
902737,12823,50623,2023-03-23 00:00:00,5,2065,Credit Card,Pending
902738,10365,50954,2022-05-23 00:00:00,9,2745,Credit Card,Delivered
902739,10547,50361,2021-02-25 00:00:00,6,1752,Credit Card,Returned
902740,10271,50320,2022-06-30 00:00:00,3,1281,PayPal,Pending
902741,10739,50222,2021-07-15 00:00:00,8,3904,PayPal,Cancelled
902742,12585,50952,2022-02-17 00:00:00,1,452,PayPal,Delivered
902743,11258,50738,2022-09-29 00:00:00,9,225,PayPal,Returned
902744,10059,50210,2023-01-12 00:00:00,9,657,Bank Transfer,Cancelled
902745,11275,50396,2021-05-17 00:00:00,4,684,Credit Card,Delivered
902746,11871,50931,2022-06-23 00:00:00,8,856,Credit Card,Cancelled
902747,10086,50583,2022-11-20 00:00:00,3,372,Credit Card,Returned
902748,10763,50489,2022-12-20 00:00:00,6,2520,Credit Card,Delivered
902749,10390,50872,2023-07-22 00:00:00,10,4160,Credit Card,Returned
902750,11204,50601,2021-11-02 00:00:00,10,1880,Bank Transfer,Cancelled
902751,10719,50774,2022-01-23 00:00:00,8,3376,Bank Transfer,Cancelled
902752,12904,50961,2022-12-26 00:00:00,9,252,Credit Card,Returned
902753,10149,50878,2023-07-04 00:00:00,8,1832,Credit Card,Pending
902754,10583,50464,2022-07-03 00:00:00,9,1008,PayPal,Pending
902755,10121,50700,2022-05-21 00:00:00,4,528,Credit Card,Delivered
902756,12813,50624,2022-01-23 00:00:00,10,4000,Bank Transfer,Delivered
902757,12653,50452,2021-10-20 00:00:00,1,112,PayPal,Pending
902758,12304,50413,2021-06-28 00:00:00,7,3486,Bank Transfer,Returned
902759,10766,50934,2022-11-03 00:00:00,10,2160,PayPal,Cancelled
902760,12912,50751,2021-03-21 00:00:00,4,1804,PayPal,Cancelled
902761,10800,50476,2023-11-04 00:00:00,1,202,Credit Card,Delivered
902762,12107,50256,2023-12-14 00:00:00,3,27,Bank Transfer,Delivered
902763,11022,50150,2022-03-23 00:00:00,7,1477,Bank Transfer,Cancelled
902764,11470,50127,2023-02-05 00:00:00,3,1254,Credit Card,Pending
902765,12436,50392,2023-12-25 00:00:00,1,420,PayPal,Delivered
902766,11110,50831,2022-05-18 00:00:00,7,3220,PayPal,Cancelled
902767,12834,50480,2022-07-24 00:00:00,8,1464,Bank Transfer,Delivered
902768,11251,50993,2021-04-06 00:00:00,5,910,Credit Card,Pending
902769,12641,50397,2022-08-08 00:00:00,6,2622,Credit Card,Returned
902770,11650,50923,2021-09-05 00:00:00,3,954,Bank Transfer,Delivered
902771,11816,50402,2021-05-07 00:00:00,5,1570,PayPal,Cancelled
902772,11346,50274,2022-05-14 00:00:00,3,132,PayPal,Pending
902773,12957,50845,2021-02-15 00:00:00,2,560,Credit Card,Cancelled
902774,11342,50982,2023-09-09 00:00:00,7,2121,PayPal,Pending
902775,12614,50958,2021-09-25 00:00:00,10,280,PayPal,Returned
902776,12447,50910,2021-04-04 00:00:00,7,2338,PayPal,Returned
902777,11733,50139,2023-01-06 00:00:00,8,3784,Bank Transfer,Cancelled
902778,10899,50103,2022-09-04 00:00:00,1,243,Credit Card,Returned
902779,12341,50242,2021-03-12 00:00:00,2,446,Bank Transfer,Delivered
902780,10485,50117,2022-08-16 00:00:00,2,378,Bank Transfer,Pending
902781,10803,50214,2022-03-25 00:00:00,3,1449,PayPal,Pending
902782,11716,50484,2022-09-12 00:00:00,7,1925,Credit Card,Pending
902783,11916,50529,2022-09-06 00:00:00,7,2527,PayPal,Returned
902784,11758,50691,2021-04-01 00:00:00,7,1064,Credit Card,Returned
902785,11810,50224,2023-05-27 00:00:00,1,165,PayPal,Delivered
902786,12938,50270,2022-06-12 00:00:00,2,860,Credit Card,Returned
902787,12292,50825,2023-02-14 00:00:00,8,1520,Credit Card,Pending
902788,11444,50861,2022-11-03 00:00:00,9,3321,PayPal,Delivered
902789,11953,50134,2023-02-04 00:00:00,10,2460,PayPal,Delivered
902790,12864,50114,2021-12-27 00:00:00,7,2688,Bank Transfer,Pending
902791,12321,50441,2022-01-13 00:00:00,1,72,Bank Transfer,Cancelled
902792,11671,50644,2021-12-11 00:00:00,4,1412,Credit Card,Returned
902793,11849,50651,2023-03-09 00:00:00,10,1180,PayPal,Returned
902794,10520,50365,2022-03-31 00:00:00,8,3328,PayPal,Pending
902795,11152,50232,2023-06-27 00:00:00,5,1480,Bank Transfer,Cancelled
902796,11397,50458,2021-03-08 00:00:00,1,363,PayPal,Returned
902797,12616,50375,2023-09-14 00:00:00,7,2275,Credit Card,Cancelled
902798,12686,50604,2023-09-06 00:00:00,6,720,Credit Card,Pending
902799,12207,50779,2021-02-12 00:00:00,9,126,Credit Card,Pending
902800,10652,50611,2021-08-17 00:00:00,4,1324,Bank Transfer,Cancelled
902801,12224,50207,2021-08-22 00:00:00,4,212,Credit Card,Pending
902802,11951,50520,2022-05-12 00:00:00,8,2248,Bank Transfer,Pending
902803,12668,50468,2023-04-28 00:00:00,4,1324,Bank Transfer,Delivered
902804,10211,50882,2023-11-22 00:00:00,3,660,Credit Card,Cancelled
902805,12495,50443,2021-04-23 00:00:00,7,644,Bank Transfer,Returned
902806,10586,50917,2023-08-31 00:00:00,5,50,Bank Transfer,Returned
902807,10167,50321,2022-04-04 00:00:00,9,4230,Credit Card,Delivered
902808,12508,50093,2021-01-06 00:00:00,5,1640,Credit Card,Pending
902809,12964,50408,2023-09-19 00:00:00,9,3654,Bank Transfer,Pending
902810,11257,50158,2022-05-09 00:00:00,6,246,Bank Transfer,Delivered
902811,11206,50872,2021-03-12 00:00:00,6,2496,PayPal,Delivered
902812,11739,50099,2023-07-28 00:00:00,6,1416,Credit Card,Pending
902813,11053,50225,2022-11-05 00:00:00,7,1015,PayPal,Cancelled
902814,10714,50852,2023-11-23 00:00:00,4,1076,Bank Transfer,Delivered
902815,12889,50441,2021-05-23 00:00:00,4,288,PayPal,Cancelled
902816,12916,50720,2023-01-06 00:00:00,9,3177,Bank Transfer,Returned
902817,10688,50585,2022-12-27 00:00:00,7,2499,PayPal,Pending
902818,10330,50991,2021-08-05 00:00:00,10,3010,Bank Transfer,Cancelled
902819,11747,50401,2022-03-10 00:00:00,6,456,Bank Transfer,Cancelled
902820,11208,50571,2023-04-14 00:00:00,1,220,Bank Transfer,Pending
902821,12143,50799,2023-12-14 00:00:00,7,1680,Credit Card,Pending
902822,10785,50064,2022-12-21 00:00:00,6,480,Bank Transfer,Returned
902823,12697,50768,2023-07-31 00:00:00,4,1984,Credit Card,Pending
902824,12401,50560,2023-06-26 00:00:00,8,1400,Bank Transfer,Cancelled
902825,12978,50279,2023-09-22 00:00:00,7,3430,PayPal,Delivered
902826,10941,50710,2021-02-24 00:00:00,8,1840,Bank Transfer,Pending
902827,11289,50670,2023-11-25 00:00:00,9,774,Bank Transfer,Pending
902828,11680,50823,2023-05-11 00:00:00,1,170,PayPal,Delivered
902829,12694,50519,2023-10-04 00:00:00,3,645,Bank Transfer,Pending
902830,10626,50248,2022-07-20 00:00:00,2,484,Bank Transfer,Pending
902831,10139,50368,2023-02-10 00:00:00,3,1269,Bank Transfer,Delivered
902832,12764,50744,2023-05-28 00:00:00,2,190,PayPal,Cancelled
902833,10762,50618,2023-04-04 00:00:00,6,144,Bank Transfer,Returned
902834,11834,50971,2022-05-29 00:00:00,9,1899,Credit Card,Returned
902835,12303,50098,2023-05-12 00:00:00,2,952,Credit Card,Returned
902836,11556,50268,2022-02-26 00:00:00,4,964,Credit Card,Cancelled
902837,10676,50060,2022-06-01 00:00:00,5,1055,Credit Card,Returned
902838,10092,50500,2022-12-06 00:00:00,5,745,PayPal,Cancelled
902839,11093,50308,2023-03-20 00:00:00,1,280,Bank Transfer,Pending
902840,10037,50493,2021-02-13 00:00:00,6,2076,Credit Card,Returned
902841,11788,50411,2023-05-08 00:00:00,5,1985,Bank Transfer,Delivered
902842,12188,50140,2023-03-12 00:00:00,6,1896,Bank Transfer,Cancelled
902843,12915,50909,2021-08-07 00:00:00,4,364,PayPal,Returned
902844,12728,50328,2022-07-22 00:00:00,6,240,Bank Transfer,Delivered
902845,11202,50464,2023-06-27 00:00:00,9,1008,Credit Card,Returned
902846,11837,50702,2021-09-15 00:00:00,1,430,Credit Card,Cancelled
902847,11895,50637,2023-08-19 00:00:00,6,804,PayPal,Cancelled
902848,10137,50925,2023-06-12 00:00:00,1,91,Credit Card,Pending
902849,12238,50163,2021-10-16 00:00:00,7,2842,Credit Card,Cancelled
902850,11664,50060,2023-08-30 00:00:00,4,844,PayPal,Returned
902851,12390,50925,2021-04-13 00:00:00,6,546,PayPal,Cancelled
902852,11583,50031,2023-03-15 00:00:00,7,2485,Credit Card,Delivered
902853,10972,50333,2023-11-16 00:00:00,5,2065,PayPal,Pending
902854,10662,50076,2021-10-29 00:00:00,9,3159,PayPal,Pending
902855,12291,50755,2023-12-15 00:00:00,8,3328,Credit Card,Cancelled
902856,11811,50317,2021-02-25 00:00:00,3,69,Credit Card,Returned
902857,10415,50770,2023-10-12 00:00:00,1,462,PayPal,Pending
902858,12755,50417,2022-01-09 00:00:00,10,390,Bank Transfer,Returned
902859,10343,50968,2023-04-11 00:00:00,8,3752,Bank Transfer,Returned
902860,12730,50190,2023-07-09 00:00:00,4,1592,Credit Card,Delivered
902861,12701,50489,2022-04-02 00:00:00,7,2940,Credit Card,Pending
902862,10146,50889,2021-05-12 00:00:00,4,1920,Bank Transfer,Cancelled
902863,10323,50315,2022-05-08 00:00:00,7,462,PayPal,Returned
902864,12170,50296,2021-04-20 00:00:00,1,91,Bank Transfer,Pending
902865,11276,50501,2022-08-05 00:00:00,1,11,Bank Transfer,Pending
902866,11879,50177,2023-03-07 00:00:00,2,144,Credit Card,Returned
902867,12359,50800,2023-03-21 00:00:00,5,150,PayPal,Cancelled
902868,10601,50806,2023-06-05 00:00:00,10,1480,Bank Transfer,Pending
902869,10475,50860,2023-02-12 00:00:00,6,528,PayPal,Pending
902870,12618,50719,2023-07-26 00:00:00,2,136,Credit Card,Cancelled
902871,11516,50215,2022-07-27 00:00:00,1,312,Bank Transfer,Returned
902872,10575,50856,2023-03-20 00:00:00,9,3582,Credit Card,Returned
902873,10347,50653,2023-05-29 00:00:00,7,959,Bank Transfer,Returned
902874,12868,50597,2023-10-30 00:00:00,8,120,PayPal,Returned
902875,11511,50694,2022-02-17 00:00:00,6,2106,Credit Card,Cancelled
902876,10382,50332,2023-04-10 00:00:00,9,4410,PayPal,Delivered
902877,11304,50128,2022-07-20 00:00:00,8,3392,Bank Transfer,Cancelled
902878,10072,50269,2021-04-14 00:00:00,4,1564,Credit Card,Cancelled
902879,12569,50551,2022-11-08 00:00:00,5,1705,PayPal,Returned
902880,12981,50535,2023-08-03 00:00:00,2,120,PayPal,Pending
902881,11118,50754,2021-09-27 00:00:00,1,163,Bank Transfer,Cancelled
902882,11397,50366,2022-04-11 00:00:00,6,2472,Credit Card,Returned
902883,12387,50619,2023-03-12 00:00:00,3,1335,PayPal,Pending
902884,11360,50348,2023-10-02 00:00:00,4,244,Credit Card,Cancelled
902885,10664,50142,2021-08-22 00:00:00,1,355,Credit Card,Delivered
902886,11516,50145,2023-07-02 00:00:00,6,1140,Credit Card,Delivered
902887,11892,50792,2023-11-22 00:00:00,8,1776,Credit Card,Returned
902888,10040,50245,2021-12-23 00:00:00,10,1310,Bank Transfer,Pending
902889,11383,50442,2023-08-22 00:00:00,4,1868,PayPal,Pending
902890,12031,50703,2021-04-04 00:00:00,10,510,Credit Card,Returned
902891,12622,50290,2021-09-01 00:00:00,8,2976,PayPal,Returned
902892,11278,50691,2021-02-27 00:00:00,10,1520,PayPal,Pending
902893,10966,50112,2023-08-23 00:00:00,3,660,PayPal,Delivered
902894,12629,50214,2021-11-16 00:00:00,7,3381,Bank Transfer,Delivered
902895,11901,50650,2023-11-09 00:00:00,3,846,Credit Card,Cancelled
902896,12218,50886,2021-12-23 00:00:00,6,2634,Credit Card,Cancelled
902897,10701,50200,2021-04-27 00:00:00,4,384,PayPal,Pending
902898,10511,50405,2021-10-23 00:00:00,6,996,PayPal,Delivered
902899,11284,50421,2022-06-09 00:00:00,7,1568,Bank Transfer,Cancelled
902900,10584,50007,2022-02-05 00:00:00,8,2624,Bank Transfer,Delivered
902901,10984,50858,2023-01-09 00:00:00,6,504,PayPal,Delivered
902902,10459,50525,2022-06-13 00:00:00,4,1788,Credit Card,Pending
902903,12577,50592,2022-07-11 00:00:00,9,351,Bank Transfer,Delivered
902904,11906,50286,2022-07-04 00:00:00,7,2506,Credit Card,Pending
902905,12389,50671,2021-12-26 00:00:00,9,819,Bank Transfer,Cancelled
902906,12105,50389,2021-03-05 00:00:00,3,450,Credit Card,Returned
902907,12266,50416,2023-02-04 00:00:00,5,915,PayPal,Delivered
902908,12667,50784,2023-02-13 00:00:00,1,53,Bank Transfer,Returned
902909,10816,50713,2022-09-16 00:00:00,8,1824,PayPal,Returned
902910,12779,50150,2021-04-12 00:00:00,1,211,Bank Transfer,Pending
902911,12512,50960,2022-07-15 00:00:00,1,39,PayPal,Delivered
902912,10247,50428,2023-11-13 00:00:00,7,2912,Bank Transfer,Delivered
902913,10730,50808,2023-04-24 00:00:00,8,1184,Bank Transfer,Cancelled
902914,12421,50293,2023-12-24 00:00:00,3,1125,Bank Transfer,Returned
902915,10417,50334,2023-04-19 00:00:00,2,402,Credit Card,Returned
902916,11055,50272,2022-11-12 00:00:00,7,1617,Credit Card,Pending
902917,10368,50043,2022-10-07 00:00:00,10,130,Bank Transfer,Delivered
902918,12607,50468,2022-02-03 00:00:00,5,1655,PayPal,Delivered
902919,10108,50319,2022-02-09 00:00:00,1,329,PayPal,Returned
902920,12632,50492,2023-04-06 00:00:00,2,436,Bank Transfer,Cancelled
902921,10839,50527,2022-10-09 00:00:00,3,789,Credit Card,Returned
902922,10418,50760,2021-02-04 00:00:00,6,2940,Credit Card,Delivered
902923,11644,50172,2022-02-24 00:00:00,1,304,Credit Card,Pending
902924,10821,50730,2022-01-12 00:00:00,8,3008,Credit Card,Pending
902925,11422,50649,2021-08-08 00:00:00,2,586,PayPal,Pending
902926,10683,50321,2022-11-28 00:00:00,5,2350,Bank Transfer,Delivered
902927,10256,50739,2021-12-08 00:00:00,8,344,Bank Transfer,Delivered
902928,12828,50044,2023-01-23 00:00:00,5,325,Bank Transfer,Pending
902929,10838,50532,2022-02-20 00:00:00,8,2512,PayPal,Delivered
902930,12963,50631,2023-07-27 00:00:00,6,2310,Credit Card,Cancelled
902931,12283,50454,2023-10-04 00:00:00,7,2114,Credit Card,Pending
902932,10553,50746,2022-11-11 00:00:00,8,3704,PayPal,Cancelled
902933,10181,50970,2023-01-18 00:00:00,3,1326,PayPal,Cancelled
902934,10157,50880,2023-03-17 00:00:00,5,1265,Bank Transfer,Delivered
902935,11478,50891,2021-11-08 00:00:00,10,3320,Bank Transfer,Delivered
902936,10571,50929,2021-02-24 00:00:00,7,2079,PayPal,Pending
902937,10857,50848,2022-11-25 00:00:00,9,2754,PayPal,Delivered
902938,11785,50868,2022-06-18 00:00:00,6,1416,PayPal,Cancelled
902939,11728,50774,2021-04-15 00:00:00,10,4220,Credit Card,Delivered
902940,11048,50083,2021-10-21 00:00:00,1,94,Bank Transfer,Pending
902941,11497,50543,2023-05-30 00:00:00,8,1160,PayPal,Returned
902942,11424,50322,2022-07-05 00:00:00,6,2262,PayPal,Returned
902943,12996,50786,2023-06-30 00:00:00,1,330,Credit Card,Delivered
902944,10592,50234,2022-01-10 00:00:00,4,448,PayPal,Returned
902945,12182,50540,2022-03-26 00:00:00,6,1968,Bank Transfer,Cancelled
902946,10421,50252,2023-12-20 00:00:00,10,4900,Credit Card,Returned
902947,12261,50836,2023-03-23 00:00:00,1,324,PayPal,Returned
902948,12948,50765,2022-01-25 00:00:00,10,3900,Bank Transfer,Cancelled
902949,12530,50449,2022-10-29 00:00:00,5,720,Bank Transfer,Pending
902950,10348,50239,2021-05-21 00:00:00,3,1167,Credit Card,Returned
902951,10166,50490,2023-05-24 00:00:00,7,3185,Bank Transfer,Returned
902952,10937,50882,2023-04-23 00:00:00,8,1760,Credit Card,Returned
902953,10348,50464,2022-08-20 00:00:00,3,336,Bank Transfer,Pending
902954,12897,50941,2023-08-10 00:00:00,10,1200,PayPal,Delivered
902955,10398,50314,2022-07-06 00:00:00,3,201,Credit Card,Delivered
902956,10583,50175,2022-01-08 00:00:00,3,1296,Bank Transfer,Pending
902957,12774,50706,2022-10-10 00:00:00,6,252,Credit Card,Cancelled
902958,11601,50180,2021-11-29 00:00:00,6,1974,Bank Transfer,Delivered
902959,10308,50932,2022-01-28 00:00:00,3,84,Credit Card,Pending
902960,12846,50385,2022-01-30 00:00:00,6,2700,PayPal,Pending
902961,12767,50295,2021-02-04 00:00:00,9,4185,Credit Card,Cancelled
902962,12514,50215,2021-06-06 00:00:00,8,2496,Credit Card,Pending
902963,10099,50986,2023-06-23 00:00:00,7,2786,PayPal,Delivered
902964,11266,50715,2023-08-25 00:00:00,7,364,Bank Transfer,Delivered
902965,10158,50762,2022-01-31 00:00:00,8,3640,PayPal,Pending
902966,12658,50874,2021-07-26 00:00:00,7,1190,Credit Card,Pending
902967,10554,50769,2022-09-13 00:00:00,3,1356,PayPal,Cancelled
902968,10651,50075,2023-03-16 00:00:00,8,2040,PayPal,Cancelled
902969,12968,50344,2022-04-07 00:00:00,8,144,Credit Card,Returned
902970,12275,50714,2021-09-09 00:00:00,1,158,Credit Card,Pending
902971,12471,50142,2023-05-17 00:00:00,10,3550,PayPal,Returned
902972,12291,50718,2021-07-28 00:00:00,5,1985,Credit Card,Returned
902973,12578,50199,2023-08-13 00:00:00,5,985,Bank Transfer,Returned
902974,11069,50919,2022-06-23 00:00:00,1,318,Bank Transfer,Returned
902975,11496,50171,2023-04-15 00:00:00,6,2214,Bank Transfer,Delivered
902976,12419,50406,2022-05-18 00:00:00,6,1986,Bank Transfer,Cancelled
902977,11879,50828,2023-08-14 00:00:00,4,712,PayPal,Pending
902978,12700,50228,2022-05-29 00:00:00,6,2700,PayPal,Cancelled
902979,12737,50411,2022-08-03 00:00:00,6,2382,PayPal,Cancelled
902980,10734,50952,2023-04-20 00:00:00,1,452,Credit Card,Cancelled
902981,11951,50898,2023-09-13 00:00:00,5,840,PayPal,Cancelled
902982,10092,50935,2021-03-24 00:00:00,2,138,PayPal,Cancelled
902983,12220,50691,2023-12-02 00:00:00,7,1064,Credit Card,Cancelled
902984,11628,50878,2021-06-05 00:00:00,9,2061,Credit Card,Delivered
902985,11216,50787,2022-03-29 00:00:00,9,1629,Credit Card,Cancelled
902986,11101,50062,2022-09-09 00:00:00,9,1566,Bank Transfer,Pending
902987,11305,50327,2022-09-16 00:00:00,7,301,PayPal,Pending
902988,11388,50716,2022-05-22 00:00:00,7,2485,PayPal,Returned
902989,10179,50963,2022-09-14 00:00:00,1,488,PayPal,Returned
902990,12286,50959,2021-10-20 00:00:00,6,2772,Credit Card,Cancelled
902991,12925,50879,2022-10-17 00:00:00,5,385,PayPal,Returned
902992,12950,50133,2023-07-26 00:00:00,8,944,Bank Transfer,Returned
902993,10280,50584,2023-01-27 00:00:00,8,3696,PayPal,Cancelled
902994,11043,50590,2023-09-23 00:00:00,4,528,PayPal,Returned
902995,11619,50189,2022-10-29 00:00:00,1,382,Credit Card,Pending
902996,12788,50356,2021-03-01 00:00:00,6,618,Bank Transfer,Cancelled
902997,10371,50071,2021-11-23 00:00:00,10,3560,PayPal,Pending
902998,11801,50263,2023-03-10 00:00:00,1,97,Credit Card,Pending
902999,12918,50306,2023-02-24 00:00:00,5,230,Bank Transfer,Delivered
903000,11704,50558,2023-02-06 00:00:00,5,1560,Bank Transfer,Delivered
903001,12269,50224,2022-06-03 00:00:00,3,495,Credit Card,Returned
903002,12968,50328,2022-09-30 00:00:00,5,200,Credit Card,Pending
903003,10304,50762,2021-03-24 00:00:00,6,2730,Credit Card,Returned
903004,11349,50588,2021-01-28 00:00:00,5,1890,Credit Card,Cancelled
903005,11461,50074,2021-09-23 00:00:00,1,372,Credit Card,Pending
903006,12486,50511,2022-02-01 00:00:00,7,966,Credit Card,Returned
903007,11194,50142,2023-08-20 00:00:00,3,1065,PayPal,Pending
903008,12423,50585,2023-02-02 00:00:00,7,2499,Credit Card,Returned
903009,12429,50102,2023-09-07 00:00:00,5,2415,Credit Card,Cancelled
903010,12062,50606,2023-03-22 00:00:00,3,213,Bank Transfer,Delivered
903011,12791,50581,2022-08-04 00:00:00,6,1632,Bank Transfer,Pending
903012,10669,50065,2022-09-03 00:00:00,1,120,Bank Transfer,Returned
903013,10500,50193,2021-07-12 00:00:00,6,2874,Credit Card,Delivered
903014,11415,50953,2021-08-15 00:00:00,4,1984,Credit Card,Cancelled
903015,11573,50062,2022-03-27 00:00:00,4,696,PayPal,Delivered
903016,12613,50532,2023-07-21 00:00:00,5,1570,PayPal,Cancelled
903017,10530,50241,2022-10-17 00:00:00,9,4014,PayPal,Returned
903018,12007,50715,2021-07-22 00:00:00,1,52,PayPal,Cancelled
903019,12540,50410,2022-02-06 00:00:00,3,1341,Credit Card,Delivered
903020,11220,50300,2022-04-17 00:00:00,4,1116,Bank Transfer,Returned
903021,10755,50195,2023-06-09 00:00:00,2,264,Credit Card,Returned
903022,12348,50454,2021-06-28 00:00:00,9,2718,Credit Card,Pending
903023,10815,50574,2023-11-08 00:00:00,7,749,Credit Card,Returned
903024,12595,50619,2022-04-08 00:00:00,1,445,Credit Card,Returned
903025,10727,50637,2023-04-15 00:00:00,9,1206,Bank Transfer,Returned
903026,10731,50301,2022-09-01 00:00:00,6,1290,Bank Transfer,Pending
903027,10828,50779,2023-07-15 00:00:00,2,28,PayPal,Cancelled
903028,12650,50456,2023-07-25 00:00:00,1,384,Credit Card,Delivered
903029,11332,50989,2021-10-27 00:00:00,6,2916,PayPal,Returned
903030,12047,50202,2021-12-17 00:00:00,7,1645,Bank Transfer,Delivered
903031,12816,50674,2021-07-06 00:00:00,10,3140,Bank Transfer,Delivered
903032,10875,50856,2022-09-15 00:00:00,6,2388,PayPal,Returned
903033,12985,50302,2021-03-12 00:00:00,7,2765,Bank Transfer,Delivered
903034,12179,50624,2021-11-05 00:00:00,6,2400,Bank Transfer,Cancelled
903035,12004,50337,2021-06-26 00:00:00,8,1600,Credit Card,Delivered
903036,11678,50032,2022-03-03 00:00:00,2,812,Credit Card,Delivered
903037,10608,50971,2023-01-10 00:00:00,9,1899,Bank Transfer,Pending
903038,12074,50098,2022-06-15 00:00:00,9,4284,Bank Transfer,Cancelled
903039,11478,50984,2022-02-22 00:00:00,9,4383,PayPal,Delivered
903040,10635,50759,2021-09-05 00:00:00,7,329,PayPal,Returned
903041,11210,50773,2021-07-28 00:00:00,9,2358,Bank Transfer,Delivered
903042,10484,50191,2021-08-04 00:00:00,1,14,Credit Card,Returned
903043,12728,50541,2022-12-14 00:00:00,3,918,Credit Card,Cancelled
903044,11075,50048,2022-03-14 00:00:00,2,846,PayPal,Cancelled
903045,11915,50250,2021-11-07 00:00:00,1,376,Credit Card,Pending
903046,12053,50226,2022-01-18 00:00:00,5,1690,Credit Card,Returned
903047,10589,50272,2023-09-08 00:00:00,1,231,PayPal,Returned
903048,12256,50665,2021-05-01 00:00:00,3,249,PayPal,Cancelled
903049,12305,50485,2022-02-11 00:00:00,6,492,Credit Card,Returned
903050,11229,50328,2021-09-02 00:00:00,6,240,PayPal,Returned
903051,11974,50797,2021-03-07 00:00:00,3,702,Bank Transfer,Delivered
903052,12059,50180,2023-07-31 00:00:00,4,1316,PayPal,Pending
903053,10949,50814,2021-08-16 00:00:00,7,119,Bank Transfer,Delivered
903054,12056,50665,2023-06-01 00:00:00,6,498,Bank Transfer,Cancelled
903055,12984,50746,2021-05-17 00:00:00,2,926,Bank Transfer,Returned
903056,12080,50023,2021-07-13 00:00:00,9,2385,PayPal,Returned
903057,12008,50930,2022-12-07 00:00:00,6,2448,PayPal,Cancelled
903058,12588,50963,2022-10-20 00:00:00,2,976,PayPal,Returned
903059,11742,50606,2022-10-19 00:00:00,7,497,Bank Transfer,Cancelled
903060,10387,50370,2023-07-19 00:00:00,10,2870,PayPal,Pending
903061,11252,50245,2022-07-10 00:00:00,10,1310,Credit Card,Returned
903062,12688,50802,2023-08-16 00:00:00,4,1060,Credit Card,Delivered
903063,11791,50160,2023-11-06 00:00:00,1,407,PayPal,Delivered
903064,11499,50373,2021-02-21 00:00:00,10,800,Bank Transfer,Pending
903065,10207,50285,2022-05-29 00:00:00,9,1017,PayPal,Cancelled
903066,11819,50521,2023-01-14 00:00:00,10,280,Credit Card,Returned
903067,11781,50450,2023-12-21 00:00:00,8,880,Bank Transfer,Returned
903068,12605,50697,2022-11-23 00:00:00,5,2485,PayPal,Delivered
903069,12396,50807,2022-06-27 00:00:00,3,783,PayPal,Cancelled
903070,10793,50647,2022-02-14 00:00:00,4,212,Bank Transfer,Cancelled
903071,12282,50622,2021-06-04 00:00:00,3,1404,Bank Transfer,Returned
903072,11725,50581,2022-09-25 00:00:00,10,2720,Credit Card,Returned
903073,11006,50136,2021-02-20 00:00:00,8,2472,PayPal,Delivered
903074,12785,50096,2023-10-21 00:00:00,5,1950,Credit Card,Cancelled
903075,10942,50119,2023-09-21 00:00:00,8,3720,Credit Card,Returned
903076,11166,50374,2022-06-08 00:00:00,1,152,Bank Transfer,Returned
903077,12224,50274,2021-12-21 00:00:00,9,396,PayPal,Delivered
903078,11678,50870,2023-12-05 00:00:00,10,3400,Credit Card,Delivered
903079,10449,50878,2023-03-13 00:00:00,3,687,Credit Card,Returned
903080,10592,50850,2023-04-20 00:00:00,1,253,Bank Transfer,Pending
903081,10082,50177,2021-09-13 00:00:00,3,216,PayPal,Delivered
903082,12183,50873,2021-09-05 00:00:00,2,872,PayPal,Returned
903083,12904,50749,2022-06-17 00:00:00,7,889,Credit Card,Pending
903084,11407,50784,2021-02-10 00:00:00,10,530,Bank Transfer,Returned
903085,11481,50277,2023-03-01 00:00:00,4,524,PayPal,Cancelled
903086,12488,50138,2021-07-14 00:00:00,7,2205,PayPal,Pending
903087,11080,50874,2023-12-31 00:00:00,3,510,Credit Card,Cancelled
903088,12745,50132,2021-11-04 00:00:00,6,2076,PayPal,Returned
903089,10419,50044,2021-03-17 00:00:00,7,455,PayPal,Pending
903090,10088,50123,2023-02-26 00:00:00,7,3276,PayPal,Cancelled
903091,12704,50136,2023-03-06 00:00:00,5,1545,PayPal,Delivered
903092,10215,50367,2021-08-18 00:00:00,6,1152,Credit Card,Pending
903093,11759,50373,2021-03-26 00:00:00,3,240,PayPal,Delivered
903094,12600,50126,2022-02-01 00:00:00,4,1984,PayPal,Delivered
903095,11521,50439,2021-08-03 00:00:00,6,1020,Bank Transfer,Cancelled
903096,11718,50787,2023-10-22 00:00:00,3,543,Credit Card,Returned
903097,12551,50576,2022-01-12 00:00:00,7,119,PayPal,Cancelled
903098,12747,50808,2022-02-16 00:00:00,3,444,Bank Transfer,Returned
903099,12293,50744,2023-03-11 00:00:00,9,855,Credit Card,Cancelled
903100,11502,50051,2022-02-14 00:00:00,4,920,PayPal,Cancelled
903101,10309,50137,2021-08-04 00:00:00,2,160,Bank Transfer,Pending
903102,10231,50158,2023-01-22 00:00:00,6,246,Credit Card,Returned
903103,10155,50056,2021-12-15 00:00:00,9,3861,PayPal,Delivered
903104,11199,50593,2023-04-11 00:00:00,10,2630,Bank Transfer,Returned
903105,12896,50744,2022-10-16 00:00:00,10,950,Credit Card,Returned
903106,10115,50428,2023-10-19 00:00:00,2,832,Bank Transfer,Cancelled
